time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-18T15:46:56.000Z,40.753,-112.0508333,9.33,2.61,ml,26,70,0.1135,0.19,uu,uu60364207,2020-03-19T15:18:19.636Z,"6km NNE of Magna, Utah",earthquake,0.43,0.64,0.1,10,reviewed,uu,uu
2020-03-18T15:46:44.480Z,40.751,-112.055,8.8,1.57,ml,11,81,0.02808,0.12,uu,uu60364202,2020-03-18T23:56:59.122Z,"6km NE of Magna, Utah",earthquake,0.46,0.87,0.189,2,reviewed,uu,uu
2020-03-18T15:45:13.200Z,40.7621667,-112.085,6.18,1.59,ml,25,54,0.04602,0.26,uu,uu60364197,2020-03-22T19:30:23.190Z,"6km NNE of Magna, Utah",earthquake,0.57,1.43,0.033,6,reviewed,uu,uu
2020-03-18T15:39:24.730Z,40.7533333,-112.0495,7.9,2.71,ml,32,48,0.02832,0.18,uu,uu60364182,2020-03-19T02:50:56.718Z,"5km NE of Magna, Utah",earthquake,0.31,0.62,0.133,9,reviewed,uu,uu
2020-03-18T15:37:50.370Z,40.7781667,-112.0796667,8.01,1.59,ml,29,56,0.03916,0.24,uu,uu60364177,2020-03-22T19:29:41.140Z,"7km NNE of Magna, Utah",earthquake,0.37,1.15,0.151,4,reviewed,uu,uu
2020-03-18T15:32:18.600Z,40.7485,-112.064,7.34,1.7,ml,34,52,0.03033,0.22,uu,uu60364162,2020-03-21T22:46:53.290Z,"5km NE of Magna, Utah",earthquake,0.29,0.89,0.102,7,reviewed,uu,uu
2020-03-18T15:30:18.960Z,40.7821667,-112.0635,9.31,2.03,ml,28,54,0.0272,0.1,uu,uu60364157,2020-03-19T22:22:50.890Z,"8km NNE of Magna, Utah",earthquake,0.23,0.43,0.106,10,reviewed,uu,uu
2020-03-18T15:29:38.370Z,40.7323333,-112.077,9.22,1.74,ml,26,45,0.03171,0.17,uu,uu60364152,2020-03-20T22:26:38.400Z,"3km NE of Magna, Utah",earthquake,0.34,0.64,0.1,5,reviewed,uu,uu
2020-03-18T15:28:54.400Z,40.7611667,-112.0583333,7.7,1.81,ml,31,49,0.02846,0.17,uu,uu60364147,2020-03-20T20:18:01.950Z,"6km NNE of Magna, Utah",earthquake,0.25,0.8,0.138,7,reviewed,uu,uu
2020-03-18T15:28:16.550Z,40.7515,-112.0518333,6.63,1.59,ml,21,55,0.02736,0.19,uu,uu60364137,2020-03-20T22:19:03.370Z,"6km NE of Magna, Utah",earthquake,0.38,0.88,0.397,4,reviewed,uu,uu
2020-03-18T15:24:25.950Z,40.7638333,-112.0558333,7.91,2.36,ml,29,56,0.02538,0.2,uu,uu60364122,2020-03-18T23:57:13.615Z,"7km NNE of Magna, Utah",earthquake,0.34,0.73,0.241,7,reviewed,uu,uu
2020-03-18T15:23:45.080Z,40.7848333,-112.1018333,8.55,2.3,ml,22,69,0.05641,0.24,uu,uu60364117,2020-03-18T23:56:47.730Z,"8km N of Magna, Utah",earthquake,0.44,1,0.229,4,reviewed,uu,uu
2020-03-18T15:19:50.160Z,40.7435,-112.0388333,8.4,1.99,ml,23,50,0.01668,0.17,uu,uu60364107,2020-03-20T18:37:47.810Z,"6km NNW of West Valley City, Utah",earthquake,0.31,0.75,0.08,9,reviewed,uu,uu
2020-03-18T15:19:30.900Z,40.777,-112.0613333,9.45,1.3,ml,16,58,0.02526,0.08,uu,uu60364102,2020-03-19T22:11:25.630Z,"8km NNE of Magna, Utah",earthquake,0.33,0.51,0.116,3,reviewed,uu,uu
2020-03-18T15:15:07.000Z,40.7578333,-112.062,6.83,1.98,md,19,57,0.03269,0.17,uu,uu60364087,2020-03-18T22:21:35.270Z,"6km NNE of Magna, Utah",earthquake,0.38,0.79,0.393,10,reviewed,uu,uu
2020-03-18T15:12:26.150Z,40.7505,-112.0568333,7.05,1.84,ml,23,57,0.02841,0.19,uu,uu60364082,2020-03-21T22:46:09.230Z,"5km NE of Magna, Utah",earthquake,0.33,0.96,0.1,9,reviewed,uu,uu
2020-03-18T15:10:49.350Z,40.7496667,-112.0431667,9.68,2.34,ml,43,45,0.02336,0.18,uu,uu60364077,2020-03-19T03:39:33.003Z,"6km NE of Magna, Utah",earthquake,0.24,0.6,0.105,11,reviewed,uu,uu
2020-03-18T15:09:43.010Z,40.7378333,-112.0615,8.43,2.17,ml,25,54,0.09627,0.11,uu,uu60364072,2020-03-18T23:56:44.585Z,"4km NE of Magna, Utah",earthquake,0.24,0.9,0.122,12,reviewed,uu,uu
2020-03-18T15:02:28.870Z,40.7415,-112.0593333,8.51,2.04,ml,22,52,0.023,0.07,uu,uu60364047,2020-03-19T22:02:37.090Z,"5km NE of Magna, Utah",earthquake,0.27,0.47,0.119,10,reviewed,uu,uu
2020-03-18T15:00:45.870Z,40.7523333,-112.0455,5.85,2.54,ml,14,88,0.1148,0.17,uu,uu60364042,2020-03-19T15:28:21.248Z,"6km NE of Magna, Utah",earthquake,0.41,1.82,0.224,4,reviewed,uu,uu
2020-03-18T15:00:26.750Z,40.7501667,-112.04,8.53,2.01,ml,14,75,0.0234,0.18,uu,uu60020329,2020-03-19T21:48:59.610Z,"6km NE of Magna, Utah",earthquake,0.44,0.85,0.187,2,reviewed,uu,uu
2020-03-18T15:00:16.690Z,40.7471667,-112.048,7.92,1.68,ml,17,52,0.0222,0.1,uu,uu60364037,2020-03-19T21:41:22.670Z,"6km NE of Magna, Utah",earthquake,0.27,0.58,0.142,2,reviewed,uu,uu
2020-03-18T14:57:41.430Z,40.7551667,-112.0468333,8.32,3.56,ml,32,46,0.02688,0.17,uu,uu60364032,2020-03-20T14:08:46.795Z,"5km NNE of Magna, Utah",earthquake,0.32,0.78,0.206,14,reviewed,uu,uu
2020-03-18T14:52:40.380Z,40.7501667,-112.0531667,7.64,2.53,ml,22,54,0.1101,0.17,uu,uu60364022,2020-03-20T07:25:55.040Z,"5km NE of Magna, Utah",earthquake,0.33,1.19,0.202,16,reviewed,uu,uu
2020-03-18T14:51:47.810Z,40.7356667,-112.0596667,2.88,1.47,md,10,102,0.09503,0.12,uu,uu60364017,2020-03-19T20:18:53.530Z,"4km NE of Magna, Utah",earthquake,0.67,4.5,0.28,7,reviewed,uu,uu
2020-03-18T14:50:55.910Z,40.7533333,-112.066,9.54,1.12,ml,10,76,0.1089,0.06,uu,uu60364012,2020-03-19T20:17:24.880Z,"5km NNE of Magna, Utah",earthquake,0.35,1.66,0.254,2,reviewed,uu,uu
2020-03-18T14:47:33.840Z,40.766,-112.0785,4.84,1.77,ml,9,116,0.1178,0.07,uu,uu60364007,2020-03-19T20:16:25.890Z,"6km NNE of Magna, Utah",earthquake,0.39,1.97,0.211,2,reviewed,uu,uu
2020-03-18T14:46:17.640Z,40.7638333,-112.0573333,8.95,2.66,ml,35,49,0.1209,0.18,uu,uu60364002,2020-03-20T07:23:33.040Z,"6km NE of Magna, Utah",earthquake,0.31,0.64,0.209,16,reviewed,uu,uu
2020-03-18T14:46:06.150Z,40.7571667,-112.0645,8.37,1.51,ml,15,78,0.0346,0.1,uu,uu60363997,2020-03-20T18:37:51.750Z,"6km NNE of Magna, Utah",earthquake,0.3,0.53,0.352,2,reviewed,uu,uu
2020-03-18T14:45:44.280Z,40.7168333,-112.0773333,9,1.53,ml,7,123,0.07211,0.07,uu,uu60363992,2020-03-19T20:13:20.430Z,"2km ENE of Magna, Utah",earthquake,0.63,1.69,0.583,3,reviewed,uu,uu
2020-03-18T14:44:27.740Z,40.7265,-112.0933333,10.13,1.28,ml,7,102,0.07672,0.07,uu,uu60363987,2020-03-19T20:12:37.420Z,"2km NNE of Magna, Utah",earthquake,0.53,1.78,0.276,2,reviewed,uu,uu
2020-03-18T14:43:27.300Z,40.73,-112.0818333,8.33,1.62,ml,13,89,0.08277,0.1,uu,uu60363982,2020-03-19T20:11:40.460Z,"2km NE of Magna, Utah",earthquake,0.36,1,0.131,2,reviewed,uu,uu
2020-03-18T14:41:58.730Z,40.762,-112.0523333,7.79,2.23,ml,26,53,0.121,0.12,uu,uu60363977,2020-03-18T19:57:56.710Z,"7km NE of Magna, Utah",earthquake,0.25,0.97,0.179,13,reviewed,uu,uu
2020-03-18T14:38:56.230Z,40.767,-112.0663333,9.04,1.29,ml,10,93,0.1215,0.03,uu,uu60363967,2020-03-19T20:09:26.580Z,"7km NNE of Magna, Utah",earthquake,0.37,1.26,0.092,2,reviewed,uu,uu
2020-03-18T14:38:10.410Z,40.7641667,-112.0623333,5.56,1.61,ml,13,97,0.1199,0.1,uu,uu60363962,2020-03-19T20:08:27.550Z,"6km NNE of Magna, Utah",earthquake,0.39,2.09,0.156,4,reviewed,uu,uu
2020-03-18T14:36:26.810Z,40.7563333,-112.0598333,4.91,1.52,ml,14,58,0.1135,0.06,uu,uu60363957,2020-03-19T20:11:51.697Z,"6km NE of Magna, Utah",earthquake,0.3,1.77,0.299,3,reviewed,uu,uu
2020-03-18T14:35:27.880Z,40.747,-112.0133333,3.3,1.54,ml,10,78,0.1246,0.24,uu,uu60363952,2020-03-19T20:13:28.935Z,"6km N of West Valley City, Utah",earthquake,0.81,6.27,0.451,2,reviewed,uu,uu
2020-03-18T14:33:53.150Z,40.743,-112.0761667,8.63,2.85,ml,27,48,0.09644,0.17,uu,uu60363947,2020-03-20T06:59:12.040Z,"4km N of Magna, Utah",earthquake,0.29,1.22,0.212,18,reviewed,uu,uu
2020-03-18T14:28:49.590Z,40.7448333,-112.093,6.19,1.58,ml,9,113,0.09455,0.13,uu,uu60363927,2020-03-18T19:56:20.100Z,"4km N of Magna, Utah",earthquake,0.63,3.22,0.049,2,reviewed,uu,uu
2020-03-18T14:26:33.530Z,40.7525,-112.0503333,7.19,1,ml,7,115,0.1132,0.04,uu,uu60363912,2020-03-18T19:54:54.990Z,"6km NE of Magna, Utah",earthquake,0.48,2.69,0.391,2,reviewed,uu,uu
2020-03-18T14:22:22.780Z,40.7408333,-112.032,2.13,2.09,ml,9,77,0.1109,0.16,uu,uu60363897,2020-03-18T19:53:58.960Z,"6km NNW of West Valley City, Utah",earthquake,0.66,5.6,0.081,6,reviewed,uu,uu
2020-03-18T14:21:55.060Z,40.7596667,-112.0721667,6.47,2.13,ml,20,51,0.1131,0.11,uu,uu60363892,2020-03-19T02:17:56.716Z,"6km NNE of Magna, Utah",earthquake,0.29,1.5,0.062,8,reviewed,uu,uu
2020-03-18T14:21:27.710Z,40.7528333,-112.0411667,6.09,1.72,ml,14,82,0.1169,0.08,uu,uu60363887,2020-03-18T23:57:57.084Z,"7km NNW of West Valley City, Utah",earthquake,0.52,2.25,0.215,5,reviewed,uu,uu
2020-03-18T14:20:47.600Z,40.78,-112.0728333,5.88,1.66,ml,18,66,0.1113,0.09,uu,uu60363882,2020-03-18T23:58:17.495Z,"8km NNE of Magna, Utah",earthquake,0.39,1.06,0.077,4,reviewed,uu,uu
2020-03-18T14:20:00.860Z,40.7325,-112.0871667,10.28,1.58,ml,8,97,0.0838,0.05,uu,uu60363872,2020-03-18T23:57:44.987Z,"2km NNE of Magna, Utah",earthquake,0.51,1.6,0.291,3,reviewed,uu,uu
2020-03-18T14:19:35.870Z,40.7615,-112.0441667,5.89,1.65,ml,14,76,0.1233,0.12,uu,uu60363877,2020-03-18T23:58:00.298Z,"7km NE of Magna, Utah",earthquake,0.53,2.27,0.083,5,reviewed,uu,uu
2020-03-18T14:18:58.930Z,40.787,-112.0883333,2.23,1.33,ml,7,124,0.09793,0.3,uu,uu60363867,2020-03-18T19:49:25.690Z,"8km N of Magna, Utah",earthquake,1.09,13.27,0.15,2,reviewed,uu,uu
2020-03-18T14:17:01.880Z,40.7616667,-112.046,4.05,1.77,ml,18,53,0.1228,0.11,uu,uu60363862,2020-03-18T23:56:55.869Z,"7km NE of Magna, Utah",earthquake,0.29,2.1,0.138,4,reviewed,uu,uu
2020-03-18T14:16:10.590Z,40.7495,-112.0413333,1.07,1.62,ml,12,96,0.114,0.12,uu,uu60363857,2020-03-18T19:48:00.710Z,"6km NE of Magna, Utah",earthquake,0.44,6.33,0.185,3,reviewed,uu,uu
2020-03-18T14:15:04.300Z,40.7596667,-112.0646667,7.29,1.85,ml,11,85,0.1151,0.06,uu,uu60363852,2020-03-18T23:57:28.057Z,"6km NNE of Magna, Utah",earthquake,0.45,1.92,0.071,7,reviewed,uu,uu
2020-03-18T14:13:10.760Z,40.762,-112.0526667,5.68,2.01,ml,20,48,0.1209,0.14,uu,uu60363847,2020-03-18T23:57:19.292Z,"7km NE of Magna, Utah",earthquake,0.32,1.73,0.135,8,reviewed,uu,uu
2020-03-18T14:10:52.730Z,40.7713333,-112.0573333,6.6,2.72,ml,31,50,0.1203,0.14,uu,uu60363842,2020-03-20T06:49:53.040Z,"6km NNE of Magna, Utah",earthquake,0.31,1.36,0.089,13,reviewed,uu,uu
2020-03-18T14:07:53.300Z,40.7491667,-112.0811667,7.65,2.98,ml,28,59,0.1011,0.16,uu,uu60363837,2020-03-20T06:15:23.040Z,"5km NNE of Magna, Utah",earthquake,0.42,1.43,0.078,12,reviewed,uu,uu
2020-03-18T14:06:12.420Z,40.7303333,-112.0815,8.11,3.43,ml,37,46,0.08317,0.17,uu,uu60363832,2020-03-19T03:51:22.351Z,"0km N of Magna, Utah",earthquake,0.3,1.05,0.125,12,reviewed,uu,uu
2020-03-18T14:05:04.740Z,40.7551667,-112.0691667,7.6,3.35,ml,34,50,0.1097,0.15,uu,uu60363827,2020-03-21T20:02:34.013Z,"4km NNE of Magna, Utah",earthquake,0.23,0.42,0.125,7,reviewed,uu,uu
2020-03-18T14:02:12.830Z,40.7605,-112.0693333,9.07,4.59,mw,21,58,0.03587,0.19,uu,uu60363822,2020-03-23T04:18:36.294Z,"7km NNE of Magna, Utah",earthquake,0.39,0.8,,17,reviewed,uu,uu
2020-03-18T14:01:04.135Z,40.7139,-112.1037,10,2.7,ml,,37,0.062,0.38,us,us60008ht3,2020-03-19T14:02:28.008Z,"0km NNW of Magna, Utah",earthquake,1.1,2,0.06,37,reviewed,us,us
2020-03-18T14:00:19.160Z,40.7758333,-112.0858333,6.17,1.67,ml,11,101,0.1072,0.13,uu,uu60363802,2020-03-19T20:06:18.670Z,"7km N of Magna, Utah",earthquake,0.56,1.86,0.142,5,reviewed,uu,uu
2020-03-18T13:59:30.740Z,40.7041667,-112.0971667,9.98,1.64,ml,14,119,0.02088,0.19,uu,uu60363797,2020-03-20T21:30:20.680Z,"0km SE of Magna, Utah",earthquake,0.64,0.82,0.136,3,reviewed,uu,uu
2020-03-18T13:57:32.850Z,40.7528333,-112.053,7.54,1.99,ml,20,59,0.02894,0.13,uu,uu60363792,2020-03-19T20:48:02.750Z,"6km NE of Magna, Utah",earthquake,0.3,0.52,0.138,7,reviewed,uu,uu
2020-03-18T13:56:32.310Z,40.7658333,-112.061,7.89,1.93,ml,26,51,0.02779,0.14,uu,uu60363787,2020-03-19T21:00:26.660Z,"7km NNE of Magna, Utah",earthquake,0.28,0.56,0.248,4,reviewed,uu,uu
2020-03-18T13:54:41.750Z,40.7061667,-112.0768333,8.99,2.42,md,7,120,0.063,0.11,uu,uu60020324,2020-03-19T20:11:48.022Z,"2km E of Magna, Utah",earthquake,0.57,1.92,0.186,4,reviewed,uu,uu
2020-03-18T13:54:29.860Z,40.74,-112.0666667,10.01,2.18,ml,14,68,0.02678,0.17,uu,uu60363782,2020-03-19T18:56:46.263Z,"4km NE of Magna, Utah",earthquake,0.41,0.71,0.17,9,reviewed,uu,uu
2020-03-18T13:52:03.740Z,40.7455,-112.0708333,8.11,2.33,ml,10,86,0.03239,0.11,uu,uu60363777,2020-03-19T20:01:55.141Z,"4km NNE of Magna, Utah",earthquake,0.41,0.77,0.109,8,reviewed,uu,uu
2020-03-18T13:50:15.570Z,40.774,-112.0701667,4.33,2.07,ml,14,60,0.1169,0.16,uu,uu60363767,2020-03-19T19:55:21.390Z,"7km NNE of Magna, Utah",earthquake,0.41,2.71,0.088,8,reviewed,uu,uu
2020-03-18T13:49:39.980Z,40.7636667,-112.0675,6.69,2.04,md,19,66,0.03317,0.2,uu,uu60363762,2020-03-19T19:53:41.600Z,"6km NNE of Magna, Utah",earthquake,0.43,1.05,0.142,6,reviewed,uu,uu
2020-03-18T13:48:01.340Z,40.7261667,-112.0898333,10.04,3.1,ml,30,92,0.07716,0.18,uu,uu60363757,2020-03-19T08:55:40.040Z,"1km E of Magna, Utah",earthquake,0.35,0.54,0.172,16,reviewed,uu,uu
2020-03-18T13:47:44.770Z,40.7518333,-112.0536667,-0.52,1.85,ml,7,59,0.1114,0.26,uu,uu60363752,2020-03-18T23:57:04.756Z,"6km NE of Magna, Utah",earthquake,0.46,31.61,0.164,3,reviewed,uu,uu
2020-03-18T13:46:53.850Z,40.7541667,-112.0615,6.92,2.22,ml,27,57,0.03344,0.21,uu,uu60363742,2020-03-19T20:01:51.731Z,"6km NE of Magna, Utah",earthquake,0.38,0.82,0.142,13,reviewed,uu,uu
2020-03-18T13:46:27.220Z,40.7435,-112.0455,6.87,1.43,ml,15,52,0.01808,0.13,uu,uu60363747,2020-03-20T21:09:13.580Z,"6km NNW of West Valley City, Utah",earthquake,0.44,0.9,0.282,2,reviewed,uu,uu
2020-03-18T13:44:51.110Z,40.7658333,-112.0516667,8.17,1.43,md,15,56,0.02164,0.14,uu,uu60363737,2020-03-18T21:26:52.820Z,"7km NNE of Magna, Utah",earthquake,0.37,0.67,0.332,10,reviewed,uu,uu
2020-03-18T13:44:01.870Z,40.737,-112.0761667,9.55,2.19,ml,16,93,0.03222,0.17,uu,uu60363732,2020-03-19T18:08:05.980Z,"3km NE of Magna, Utah",earthquake,0.48,0.8,0.108,2,reviewed,uu,uu
2020-03-18T13:43:26.430Z,40.7663333,-112.0711667,7.1,1.77,ml,15,80,0.03472,0.17,uu,uu60363722,2020-03-19T01:42:34.340Z,"6km NNE of Magna, Utah",earthquake,0.43,0.7,0.134,2,reviewed,uu,uu
2020-03-18T13:42:48.590Z,40.7636667,-112.0771667,8.95,2.28,ml,15,61,0.03992,0.12,uu,uu60020309,2020-03-19T17:18:42.850Z,"6km NNE of Magna, Utah",earthquake,0.31,0.71,0.242,3,reviewed,uu,uu
2020-03-18T13:42:35.160Z,40.7473333,-112.049,8.94,2.04,ml,7,78,0.02267,0.06,uu,uu60020304,2020-03-19T17:08:01.810Z,"6km NE of Magna, Utah",earthquake,0.41,0.67,0.162,3,reviewed,uu,uu
2020-03-18T13:42:24.990Z,40.7328333,-112.0773333,9.85,2.23,ml,31,45,0.03205,0.16,uu,uu60363727,2020-03-19T16:57:57.520Z,"3km NE of Magna, Utah",earthquake,0.28,0.47,0.068,6,reviewed,uu,uu
2020-03-18T13:41:52.690Z,40.748,-112.0423333,8.57,1.63,ml,16,76,0.02159,0.13,uu,uu60363717,2020-03-19T16:38:55.940Z,"6km NE of Magna, Utah",earthquake,0.38,0.6,0.284,2,reviewed,uu,uu
2020-03-18T13:41:02.560Z,40.741,-112.0411667,7.93,2.04,ml,18,75,0.0146,0.12,uu,uu60020299,2020-03-19T16:14:38.060Z,"6km NNW of West Valley City, Utah",earthquake,0.31,0.54,0.085,5,reviewed,uu,uu
2020-03-18T13:40:56.480Z,40.7756667,-112.0513333,8.39,1.29,ml,16,110,0.0178,0.14,uu,uu60363712,2020-03-19T16:04:47.890Z,"8km NNE of Magna, Utah",earthquake,0.46,0.68,0.189,2,reviewed,uu,uu
2020-03-18T13:40:27.450Z,40.7463333,-112.0608333,9.63,2,md,11,82,0.0271,0.07,uu,uu60020294,2020-03-19T15:32:23.640Z,"5km NE of Magna, Utah",earthquake,0.37,0.64,0.581,3,reviewed,uu,uu
2020-03-18T13:40:18.430Z,40.765,-112.0623333,6.17,1.89,md,14,103,0.043,0.22,uu,uu60020289,2020-03-19T15:27:13.340Z,"7km NNE of Magna, Utah",earthquake,0.6,1.37,0.254,8,reviewed,uu,uu
2020-03-18T13:39:50.340Z,40.761,-112.0543333,8.04,1.85,ml,21,53,0.02618,0.11,uu,uu60363707,2020-03-19T15:11:44.780Z,"7km NE of Magna, Utah",earthquake,0.32,0.47,0.224,3,reviewed,uu,uu
2020-03-18T13:39:09.700Z,40.7813333,-112.0795,6.86,2.46,md,17,63,0.03917,0.15,uu,uu60363702,2020-03-19T19:51:37.470Z,"8km NNE of Magna, Utah",earthquake,0.4,1.03,0.493,7,reviewed,uu,uu
2020-03-18T13:36:38.070Z,40.7496667,-112.0663333,9.57,3.5,ml,37,66,0.03241,0.19,uu,uu60363697,2020-03-23T01:35:57.829Z,"3km NNE of Magna, Utah",earthquake,0.27,0.47,0.295,18,reviewed,uu,uu
2020-03-18T13:36:24.200Z,40.7648333,-112.0711667,8.13,1.96,ml,9,120,0.1183,0.14,uu,uu60363692,2020-03-19T19:55:47.890Z,"6km NNE of Magna, Utah",earthquake,0.71,2.11,0.152,2,reviewed,uu,uu
2020-03-18T13:35:15.200Z,40.756,-112.065,8.29,2.03,ml,12,85,0.03562,0.16,uu,uu60363687,2020-03-18T22:32:32.740Z,"6km NNE of Magna, Utah",earthquake,0.46,0.79,0.168,2,reviewed,uu,uu
2020-03-18T13:33:37.180Z,40.7555,-112.0603333,6.69,2.39,ml,11,122,0.1126,0.16,uu,uu60363677,2020-03-19T08:26:15.040Z,"7km NNE of Magna, Utah",earthquake,0.38,1.94,0.268,2,reviewed,uu,uu
2020-03-18T13:32:29.850Z,40.7556667,-112.0511667,9.53,3.86,ml,36,46,0.02837,0.19,uu,uu60363682,2020-03-19T23:00:06.698Z,"6km NE of Magna, Utah",earthquake,0.31,0.55,0.249,9,reviewed,uu,uu
2020-03-18T13:31:18.160Z,40.7555,-112.0436667,8.48,3.13,ml,28,53,0.0254,0.11,uu,uu60363667,2020-03-19T21:46:51.842Z,"5km NE of Magna, Utah",earthquake,0.25,0.62,0.15,10,reviewed,uu,uu
2020-03-18T13:29:55.650Z,40.7491667,-112.0563333,9.66,3.09,ml,52,41,0.02709,0.22,uu,uu60363672,2020-03-19T21:32:18.031Z,"4km NE of Magna, Utah",earthquake,0.35,0.57,0.15,14,reviewed,uu,uu
2020-03-18T13:27:20.380Z,40.7516667,-112.0543333,7.53,2.55,ml,24,56,0.0284,0.17,uu,uu60363662,2020-03-19T21:22:58.640Z,"5km NE of Magna, Utah",earthquake,0.39,0.89,0.262,7,reviewed,uu,uu
2020-03-18T13:26:19.640Z,40.7701667,-112.0601667,8.06,2.26,md,29,60,0.02558,0.2,uu,uu60363657,2020-03-20T17:13:11.990Z,"7km NNE of Magna, Utah",earthquake,0.31,0.97,0.165,10,reviewed,uu,uu
2020-03-18T13:23:19.860Z,40.7523333,-112.094,11.11,3.66,ml,52,54,0.05092,0.16,uu,uu60363652,2020-03-23T02:47:48.276Z,"4km N of Magna, Utah",earthquake,0.26,0.42,0.199,13,reviewed,uu,uu
2020-03-18T13:22:02.060Z,40.7546667,-112.0458333,8.55,3.67,ml,46,45,0.02692,0.16,uu,uu60363647,2020-03-19T22:59:56.126Z,"6km NE of Magna, Utah",earthquake,0.25,0.58,0.138,16,reviewed,uu,uu
2020-03-18T13:21:16.240Z,40.7631667,-112.079,8.26,2.23,ml,18,53,0.0414,0.18,uu,uu60363642,2020-03-19T21:12:28.280Z,"6km NNE of Magna, Utah",earthquake,0.42,1.1,0.294,2,reviewed,uu,uu
2020-03-18T13:20:21.760Z,40.7656667,-112.0665,7.71,2.37,ml,23,83,0.03166,0.16,uu,uu60363637,2020-03-19T21:04:07.480Z,"6km NNE of Magna, Utah",earthquake,0.44,0.87,0.148,2,reviewed,uu,uu
2020-03-18T13:18:28.450Z,40.7533333,-112.0526667,7.62,3.21,ml,21,55,0.02928,0.13,uu,uu60363632,2020-03-19T21:05:14.779Z,"5km NE of Magna, Utah",earthquake,0.36,0.5,0.195,5,reviewed,uu,uu
2020-03-18T13:16:38.480Z,40.7656667,-112.0761667,9.59,3.35,ml,25,55,0.03853,0.21,uu,uu60363622,2020-03-19T14:59:39.397Z,"7km NNE of Magna, Utah",earthquake,0.49,0.81,0.102,3,reviewed,uu,uu
2020-03-18T13:16:03.040Z,40.761,-112.0715,5.95,3.11,ml,10,120,0.03708,0.15,uu,uu60020269,2020-03-19T15:46:08.360Z,"6km NNE of Magna, Utah",earthquake,0.49,1.13,0.081,2,reviewed,uu,uu
2020-03-18T13:15:55.760Z,40.7496667,-112.0433333,8.26,3.37,ml,27,45,0.02339,0.15,uu,uu60363627,2020-03-19T17:56:24.018Z,"6km NE of Magna, Utah",earthquake,0.27,0.47,0.181,3,reviewed,uu,uu
2020-03-18T13:15:11.480Z,40.7555,-112.0581667,8.94,3.67,ml,32,47,0.03204,0.16,uu,uu60363617,2020-03-19T23:02:17.666Z,"2km ENE of Magna, Utah",earthquake,0.28,0.44,0.143,6,reviewed,uu,uu
2020-03-18T13:14:21.540Z,40.7546667,-112.0591667,8.06,3.69,md,20,56,0.03286,0.16,uu,uu60363612,2020-03-20T02:51:39.014Z,"7km NNE of Magna, Utah",earthquake,0.33,0.64,0.332,5,reviewed,uu,uu
2020-03-18T13:14:05.960Z,40.7475,-112.076,9.35,2.76,md,16,89,0.03675,0.09,uu,uu60363607,2020-03-19T13:58:15.930Z,"5km NNE of Magna, Utah",earthquake,0.3,0.69,0.235,3,reviewed,uu,uu
2020-03-18T13:10:16.960Z,40.7475,-112.0801667,6.94,4.01,md,8,91,0.03942,0.15,uu,uu60020264,2020-03-22T16:41:44.688Z,"4km NNE of Magna, Utah",earthquake,0.59,1.13,0.209,2,reviewed,uu,uu
2020-03-18T13:10:08.210Z,40.747,-112.0813333,8.53,3.94,md,11,91,0.03993,0.22,uu,uu60020254,2020-03-23T04:16:11.589Z,"4km NNE of Magna, Utah",earthquake,0.59,1.23,0.144,3,reviewed,uu,uu
2020-03-18T13:09:31.530Z,40.751,-112.0783333,11.9,5.7,mw,54,50,0.04022,0.2,uu,uu60363602,2020-03-23T04:20:20.182Z,"6km NNE of Magna, Utah",earthquake,0.3,0.39,,0,reviewed,uu,uu
